Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
23,USA West,Bakersfield-Sh,Californ,W6LI,,145.410000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,35.710000,-118.560000,0:00
23,USA West,Battlement Mesa,Colorado ,K0RV   A,K0RV   G,145.775,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.44,-108.04,-7:00
23,USA West,Battlement Mesa,Colorado ,K0RV   B,K0RV   G,446.8625,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,39.44,-108.04,-7:00
23,USA West,Battlement Mesa,Colorado ,K0RV   C,K0RV   G,145.575,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.44,-108.04,-7:00
23,USA West,Bear Valley Spri,Californ,W6SLZ,,146.700000,DUP-,0.600000,FM,TSQL,123.0Hz,YES,Approximate,35.160000,-118.620000,0:00
23,USA West,Bellevue,Washington,K7LWH  B,K7LWH  G,443.0625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.62,-122.2,-8:00
23,USA West,Bellevue,Washington,K7LWH  C,K7LWH  G,146.4125,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,47.62,-122.2,-8:00
23,USA West,Bellingham,Washington,WC7SO  B,WC7SO  G,440.475,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,48.68,-122.36,-8:00
23,USA West,Bellingham,Washington,WC7SO  C,WC7SO  G,146.7,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,48.68,-122.36,-8:00
23,USA West,Belmont-City Ha,Californ,WB6CKT,,147.090000,DUP+,0.600000,FM,TONE,100.0Hz,YES,Approximate,37.520000,-122.270000,0:00
23,USA West,Ben Lomond,Californ,WR6AOK,,147.120000,DUP+,0.600000,FM,TONE,94.8Hz,YES,Approximate,37.090000,-122.080000,0:00
23,USA West,Berkeley-Grizzl,Californ,KB6LED,,145.290000,DUP-,0.600000,FM,TONE,131.8Hz,YES,Approximate,37.890000,-122.230000,0:00
23,USA West,Billings,Montana,K7EFA  B,K7EFA  G,449,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,45.78,-108.57,-7:00
23,USA West,Billings,Montana,N7YHE  B,N7YHE  G,448.650000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,45.790000,-108.500000,--:--
23,USA West,Black Mountain,Californ,KK6GIZ B,KK6GIZ G,448.420000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.060000,-114.820000,--:--
23,USA West,Bloomfield,New Mexico,KF5VBD C,KF5VBD G,145.115,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,36.66,-107.79,-7:00
23,USA West,Bodega Bay,Californ,WA6M,,146.670000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,38.340000,-123.040000,0:00
23,USA West,Boise,Idaho,W7BDR  B,W7BDR  G,443.450000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,43.560000,-116.280000,--:--
23,USA West,Boise,Idaho,W7VOI  B,W7VOI  G,444.35,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.78,-116.08,-7:00
23,USA West,Boise,Idaho,W7VOI  C,W7VOI  G,145.5,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.78,-116.08,-7:00
23,USA West,Boulder,Colorado ,KC0DS  B,KC0DS  G,446.8625,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,40.04,-105.23,-7:00
23,USA West,Boulder,Colorado ,KC0DS  C,KC0DS  G,145.3875,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.04,-105.23,-7:00
23,USA West,Broomfield,Colorado ,KD0LUX C,KD0LUX G,147.375,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.93,-105.09,-7:00
23,USA West,Burien,Washington,KF7CLD B,KF7CLD G,443.425,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.5,-122.33,-8:00
23,USA West,Burien,Washington,KF7GVL B,KF7GVL G,443.45,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.03,-122.29,-8:00
23,USA West,Calexico,Californ,K6CLX  B,K6CLX  G,449.700000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.660000,-116.100000,--:--
23,USA West,Cambria,Californ,KC6TOX,,147.270000,DUP+,0.600000,FM,TONE,127.3Hz,YES,Approximate,35.570000,-121.080000,0:00
23,USA West,Cameron Park,Californ,N6RDE,,147.030000,DUP+,0.600000,FM,TONE,77.0Hz,YES,Approximate,38.670000,-120.980000,0:00
23,USA West,Camino-Mt Danah,Californ,AG6AU,,147.825000,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,38.750000,-120.660000,0:00
23,USA West,Carn,Colorado ,WR0AEN B,WR0AEN G,449.65,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,39.68,-105.48,-7:00
23,USA West,Carn,Colorado ,WR0AEN C,WR0AEN G,447.375,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,39.68,-105.48,-7:00
23,USA West,Carn-Buckhorn ,Colorado ,K0AEN  B,K0AEN  G,449.325,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,40.62,-105.32,-7:00
23,USA West,Carn-Buckhorn ,Colorado ,K0AEN  C,K0AEN  G,145.32,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.62,-105.32,-7:00
23,USA West,Cazadero,Californ,K6ACS,,147.975000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,38.540000,-123.080000,0:00
23,USA West,Cedar City,Utah,WR7AAA B,WR7AAA G,447.95,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,37.73,-113.06,-7:00
23,USA West,Cedar City,Utah,WR7AAA C,WR7AAA G,145.15,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,37.73,-113.06,-7:00
23,USA West,Cheney,Washingt,W4LKS  B,W4LKS  G,441.500000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,47.570000,-117.580000,--:--
23,USA West,Chico,Californ,K6CHO,,146.895000,DUP-,0.600000,FM,OFF,88.5Hz,YES,Approximate,39.730000,-121.830000,0:00
23,USA West,Chico,Californ,W6SCR,,145.290000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,39.730000,-121.830000,0:00
23,USA West,Chico-Platte Mo,Californ,N6TZG,,147.975000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,39.940000,-121.640000,0:00
23,USA West,Cle Elum,Washington,WR7KCR B,WR7KCR G,444.9125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.17,-120.76,-8:00
23,USA West,Cloverdale,Californ,KI6B,,146.970000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,38.810000,-123.010000,0:00
23,USA West,Clovis-Meadow L,Californ,K6ARP,,147.675000,DUP-,0.600000,FM,TONE,141.3Hz,YES,Approximate,36.830000,-119.700000,0:00
23,USA West,Coalinga-Santa,Californ,N6DL,,147.330000,DUP+,0.600000,FM,TONE,100.0Hz,YES,Approximate,36.350000,-120.600000,0:00
23,USA West,Colorado Springs,Colorado ,KC0CVU B,KC0CVU G,446.9125,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,38.75,-104.86,-7:00
23,USA West,Colorado Springs,Colorado ,KC0CVU C,KC0CVU G,145.385,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.75,-104.86,-7:00
23,USA West,Columbia,Californ,W6FEJ,,147.945000,DUP-,0.600000,FM,TSQL,100.0Hz,YES,Approximate,38.040000,-120.400000,0:00
23,USA West,Concord,California ,W6CX   C,W6CX   G,145,DUP+,2.5,DV,OFF,82.5Hz,Yes,Approximate,37.89,-121.91,-8:00
23,USA West,Concord-Kregor,Californ,WA6HAM,,147.735000,DUP-,0.600000,FM,TSQL,107.2Hz,YES,Approximate,37.950000,-121.890000,0:00
23,USA West,Concord-Mt Diab,Californ,AB6CR,,145.350000,DUP-,0.600000,FM,TSQL,88.5Hz,YES,Approximate,37.890000,-121.910000,0:00
23,USA West,Concord-Mt Diab,Californ,K6MDD,,144.975000,DUP+,2.500000,FM,OFF,88.5Hz,YES,Approximate,37.890000,-121.910000,0:00
23,USA West,Concord-Mt Diab,Californ,K6POU,,145.330000,DUP-,0.600000,FM,TONE,100.0Hz,YES,Approximate,37.890000,-121.910000,0:00
23,USA West,Concord-Mt Diab,Californ,W6CX,,147.060000,DUP+,0.600000,FM,TSQL,100.0Hz,YES,Approximate,37.890000,-121.910000,0:00
23,USA West,Corona,California ,KJ6GRS B,KJ6GRS G,446.56,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,33.69,-117.56,-8:00
23,USA West,Corona,California ,WB6BA  B,WB6BA  G,446.36,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,33.8,-117.61,-8:00
23,USA West,Coronado,California ,W6MLI  B,W6MLI  G,446.86,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,32.69,-117.19,-8:00
23,USA West,Coronado,California ,W6MLI  C,W6MLI  G,147.38,DUP+,0.5,DV,OFF,82.5Hz,Yes,Approximate,32.69,-117.19,-8:00
23,USA West,Corvallis,Oregon,KF7LDG B,KF7LDG G,434.91,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.52,-123.27,-8:00
23,USA West,Covelo-Anthony,Californ,WB6TCS,,147.210000,DUP+,0.600000,FM,TONE,103.5Hz,YES,Approximate,39.850000,-122.960000,0:00
23,USA West,Cupertino,Californ,K6GRC,,145.310000,DUP-,0.600000,FM,TONE,127.3Hz,YES,Approximate,37.330000,-122.030000,0:00
23,USA West,Cypress,California ,N6CYP  C,N6CYP  G,146.745,DUP-,0.615,DV,OFF,82.5Hz,Yes,Approximate,33.84,-118.04,-8:00
23,USA West,Daly City,Californ,KN6CDC C,KN6CDC G,144.950000,DUP+,2.500000,DV,OFF,88.5Hz,YES,Approximate,37.710000,-122.480000,--:--
23,USA West,Danville,Californ,K6SRM,,146.355000,DUP+,0.600000,FM,TONE,100.0Hz,YES,Approximate,37.830000,-121.990000,0:00
23,USA West,Danville,California ,K6DDV  A,K6DDV  G,145.22,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,37.84,-121.93,-8:00
23,USA West,Danville,California ,K6DDV  B,K6DDV  G,441.675,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.84,-121.93,-8:00
23,USA West,Danville,California ,K6DDV  C,K6DDV  G,145.42,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,37.84,-121.93,-8:00
23,USA West,Denver,Colorado ,W0CDS  B,W0CDS  G,446.9625,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,39.9,-105.41,-7:00
23,USA West,Denver,Colorado ,W0CDS  C,W0CDS  G,145.25,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.9,-105.41,-7:00
23,USA West,Edmonds,Washington,NW7DR  B,NW7DR  G,440.0125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.86,-122.3,-8:00
23,USA West,El Dorado Hills,Californ,KD6CQ,,145.370000,DUP-,0.600000,FM,TONE,100.0Hz,YES,Approximate,38.690000,-121.080000,0:00
23,USA West,Elk Creek,Californ,N6YCK,,147.105000,DUP+,0.600000,FM,TONE,110.9Hz,YES,Approximate,39.610000,-122.530000,0:00
23,USA West,Enumclaw,Washington,W7JD   B,W7JD   G,442.625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.21,-121.99,-8:00
23,USA West,Eureka,Californ,W6ZZK,,145.470000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,40.810000,-124.160000,0:00
23,USA West,Everett,Washington,NR7SS  B,NR7SS  G,440.35,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.93,-122.24,-8:00
23,USA West,Fair Oaks,Californ,W6HIR,,146.790000,DUP-,0.600000,FM,TONE,100.0Hz,YES,Approximate,38.650000,-121.270000,0:00
23,USA West,Fair Oaks,Californ,WB6HEV,,145.130000,DUP-,0.600000,FM,TONE,162.2Hz,YES,Approximate,38.650000,-121.270000,0:00
23,USA West,Fall River Mills,Californ,KI6WG,,147.120000,DUP+,0.600000,FM,TONE,103.5Hz,YES,Approximate,41.010000,-121.430000,0:00
23,USA West,Farmington,New Mexico,KF5VBF B,KF5VBF G,444.15,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.71,-108.22,-7:00
23,USA West,Federal Way,Washingt,KI7EWH C,KI7EWH G,147.040000,DUP+,0.600000,DV,OFF,88.5Hz,YES,Approximate,47.330000,-122.320000,--:--
23,USA West,Federal Way,Washington,WA7FW  B,WA7FW  G,443.85,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.31,-122.38,-8:00
23,USA West,Federal Way,Washington,WA7FW  C,WA7FW  G,146.84,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,47.31,-122.38,-8:00
23,USA West,Felton-Empire G,Californ,W6JWS,,146.745000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,37.060000,-122.070000,0:00
23,USA West,Fiddletown,Californ,W6SF,,147.165000,DUP+,0.600000,FM,TSQL,107.2Hz,YES,Approximate,38.500000,-120.690000,0:00
23,USA West,Folsom,Californ,KS6HRP,,146.610000,DUP-,0.600000,FM,TONE,136.5Hz,YES,Approximate,38.680000,-121.170000,0:00
23,USA West,Folsom,California ,KS6HRP C,KS6HRP G,147.675,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.65,-121.09,-8:00
23,USA West,Fort Bragg,Californ,K6MHE,,147.030000,DUP+,0.600000,FM,TONE,103.5Hz,YES,Approximate,39.450000,-123.800000,0:00
23,USA West,Fort Collins,Colorado ,W0QEY  B,W0QEY  G,446.8125,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,40.58,-105.09,-7:00
23,USA West,Fort Collins,Colorado ,W0QEY  C,W0QEY  G,145.25,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.58,-105.09,-7:00
23,USA West,Fortuna,Californ,KA6ROM,,147.090000,DUP+,0.600000,FM,TONE,103.5Hz,YES,Approximate,40.600000,-124.150000,0:00
23,USA West,Fremont,Californ,WA6PWW,,147.015000,DUP+,0.600000,FM,TONE,103.5Hz,YES,Approximate,37.550000,-121.980000,0:00
23,USA West,Fremont-Mt Alli,Californ,W6TCP,,144.987500,DUP+,2.500000,FM,OFF,88.5Hz,YES,Approximate,37.500000,-121.870000,0:00
23,USA West,Fresno,Californ,KE6JZ,,146.820000,DUP-,0.600000,FM,TSQL,141.3Hz,YES,Approximate,37.110000,-119.310000,0:00
23,USA West,Fresno,Californ,N6HEW,,147.150000,DUP+,0.600000,FM,TONE,141.3Hz,YES,Approximate,36.750000,-119.770000,0:00
23,USA West,Fresno,Californ,W7POR,,145.470000,DUP+,0.600000,FM,TONE,141.3Hz,YES,Approximate,36.750000,-119.770000,0:00
23,USA West,Fresno,Californ,WQ6CWA,,146.850000,DUP-,0.600000,FM,TONE,141.3Hz,YES,Approximate,36.750000,-119.770000,0:00
23,USA West,Fresno,California ,WX6D   B,WX6D   G,442.3125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.75,-119.27,-8:00
23,USA West,Fresno,California ,WX6D   C,WX6D   G,144.9875,DUP+,2.5,DV,OFF,82.5Hz,Yes,Approximate,36.75,-119.27,-8:00
23,USA West,Fresno-Bear Mou,Californ,W6FSC,,145.230000,DUP-,0.600000,FM,TONE,141.3Hz,YES,Approximate,36.750000,-119.280000,0:00
23,USA West,Garberville,Californ,W6CLG,,146.790000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,40.110000,-123.790000,0:00
23,USA West,Garberville-Pra,Californ,N6VA,,146.610000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,40.130000,-123.690000,0:00
23,USA West,Gillette,Wyoming,NE7WY  C,NE7WY  G,145.37,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.21,-105.46,-7:00
23,USA West,Gilroy,California ,KJ6WZS B,KJ6WZS G,443.525,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.01,-121.58,-8:00
23,USA West,Globe,Arizona ,N7CI   B,N7CI   G,445.85,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,33.29,-110.82,-7:00
23,USA West,Goodyear,Arizona ,KG7HBZ B,KG7HBZ G,440.7375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.48,-112.4,-7:00
23,USA West,Graham,Washington,WA7DR  B,WA7DR  G,442.925,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.15,-122.17,-8:00
23,USA West,Grand Junction,Colorado ,KD0RED B,KD0RED G,446.775,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,39.1,-108.23,-7:00
23,USA West,Grants Pass,Oregon,KE7LKX B,KE7LKX G,440.4625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.45,-123.21,-8:00
23,USA West,Grants,New Mexi,KE5FYL B,KE5FYL G,444.650000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,35.140000,-107.880000,--:--
23,USA West,Grass Valley,Californ,W6DD,,147.015000,DUP+,0.600000,FM,TONE,151.4Hz,YES,Approximate,39.220000,-121.060000,0:00
23,USA West,Grass Valley,Californ,W6YDD,,146.625000,DUP-,0.600000,FM,TONE,151.4Hz,YES,Approximate,39.220000,-121.060000,0:00
23,USA West,Groveland,Californ,KF6OTM,,145.310000,DUP-,0.600000,FM,TONE,127.3Hz,YES,Approximate,37.840000,-120.230000,0:00
23,USA West,Guadalupe,Californ,KA6BFB,,146.175000,DUP+,0.600000,FM,TONE,100.0Hz,YES,Approximate,34.980000,-120.570000,0:00
23,USA West,Gualala,Californ,W6ABR,,147.825000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,38.780000,-123.530000,0:00
23,USA West,Guerneville-Mt,Californ,K6CDF,,145.190000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,38.540000,-122.950000,0:00
23,USA West,Hamilton Branch-,Californ,K6PLU,,145.370000,DUP-,0.600000,FM,TONE,123.0Hz,YES,Approximate,40.150000,-121.190000,0:00
23,USA West,Hanford-Hospita,Californ,N6CVC,,145.110000,DUP-,0.600000,FM,TONE,100.0Hz,YES,Approximate,36.340000,-119.640000,0:00
23,USA West,Hayward,Californ,K6EAG,,145.130000,DUP-,0.600000,FM,TONE,127.3Hz,YES,Approximate,37.670000,-122.080000,0:00
23,USA West,High Lakes-Spri,Californ,K6FHL,,146.700000,DUP-,0.600000,FM,TSQL,110.9Hz,YES,Approximate,40.050000,-121.460000,0:00
23,USA West,Hillsboro,Oregon,N7QQU  B,N7QQU  G,440.55,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.54,-122.9,-8:00
23,USA West,Hollister,Californ,N6SBC,,147.315000,DUP+,0.600000,FM,TONE,94.8Hz,YES,Approximate,36.860000,-121.400000,0:00
23,USA West,Honolulu,Hawaii,WH6DIG B,WH6DIG G,444.925000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,21.350000,-157.900000,-10:00
23,USA West,Honolulu,Hawaii,WH6DIG C,WH6DIG G,147.180000,DUP+,0.600000,DV,OFF,88.5Hz,YES,Approximate,21.350000,-157.900000,-10:00
23,USA West,Idaho Falls,Idaho,KG7WZG B,KG7WZG G,448.9,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,43.47,-112.1,-7:00
23,USA West,Independence-Ma,Californ,W6TD,,146.760000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,36.980000,-118.120000,0:00
23,USA West,Indian Wells-Bi,Californ,KF6FM,,146.085000,DUP+,0.600000,FM,TONE,141.3Hz,YES,Approximate,35.540000,-118.140000,0:00
23,USA West,Issaquah,Washingt,KG7DWG B,KG7DWG G,439.825000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,47.470000,-122.030000,--:--
23,USA West,Issaquah,Washingt,KG7DWG C,KG7DWG G,146.580000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,47.470000,-122.030000,--:--
23,USA West,Jerome,Idaho,KF7VTM B,KF7VTM G,444.8,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.73,-114.51,-7:00
23,USA West,Kelseyville-Mou,Californ,N1PPP,,146.775000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,38.980000,-122.760000,0:00
23,USA West,Ketchikan,Alaska,KL7FF  C,KL7FF  G,147.38,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,55.35,-131.64,-9:00
23,USA West,King City-Willi,Californ,N6SPD,,145.370000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,35.960000,-121.000000,0:00
23,USA West,Kingman,Arizona ,W7KDS  B,W7KDS  G,445.9,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,35.25,-114.01,-7:00
23,USA West,Kingman,Arizona ,W7KDS  C,W7KDS  G,145.135,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,35.25,-114.01,-7:00
23,USA West,Kings Canyon NP-,Californ,WA6BAI,,146.880000,DUP-,0.600000,FM,TSQL,103.5Hz,YES,Approximate,36.730000,-118.940000,0:00
23,USA West,Kirkland,Washington,N7IH   B,N7IH   G,443.575,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.72,-122.15,-8:00
23,USA West,Kirkland,Washington,N7IH   C,N7IH   G,146.875,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,47.72,-122.15,-8:00
23,USA West,La Honda,Californ,W6SCF,,146.730000,DUP-,0.600000,FM,TONE,114.8Hz,YES,Approximate,37.320000,-122.270000,0:00
23,USA West,La Mesa,Californ,KM6VLB B,KM6VLB G,448.260000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.790000,-117.020000,--:--
23,USA West,Laguna Beach,California ,K6SOA  B,K6SOA  G,445.705,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,33.55,-117.75,-8:00
23,USA West,Laguna Beach,California ,K6SOA  C,K6SOA  G,146.115,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,33.55,-117.75,-8:00
23,USA West,Laguna Niguel,California ,K6VO   C,K6VO   G,145.615,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,33.53,-117.7,-8:00
23,USA West,Lake Hughes-Bur,Californ,K6DK,,147.150000,DUP+,0.600000,FM,TSQL,131.8Hz,YES,Approximate,34.690000,-118.570000,0:00
23,USA West,Lake Isabella-S,Californ,N6SR,,145.450000,DUP-,0.600000,FM,TONE,156.7Hz,YES,Approximate,35.680000,-118.480000,0:00
23,USA West,Lake Stevens,Washington,KF7UUY B,KF7UUY G,440,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,47.99,-122.1,-8:00
23,USA West,Las Cruces,New Mexico,W5GB   C,W5GB   G,146.84,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.3,-106.7,-7:00
23,USA West,Las Vegas,Nevada,N7ARR  B,N7ARR  G,446.8,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,36.17,-115.01,-8:00
23,USA West,Las Vegas,Nevada,N7ARR  C,N7ARR  G,145.175,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,36.17,-115.01,-8:00
23,USA West,Las Vegas,Nevada,W7AES  B,W7AES  G,449.575,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,35.95,-115.04,-8:00
23,USA West,Las Vegas,Nevada,W7AES  C,W7AES  G,147.975,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,35.95,-115.04,-8:00
23,USA West,Las Vegas,Nevada,W7HEN  B,W7HEN  G,446.975000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,36.090000,-115.190000,--:--
23,USA West,Laytonville,Californ,K7BUG,,146.655000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,39.690000,-123.480000,0:00
23,USA West,Laytonville,Californ,WA6RQX,,145.430000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,39.690000,-123.480000,0:00
23,USA West,Lemoore,Californ,KM6OU,,145.330000,DUP-,0.600000,FM,TONE,146.2Hz,YES,Approximate,36.310000,-119.780000,0:00
23,USA West,Lewiston,Californ,K6SDD,,145.110000,DUP-,0.600000,FM,TONE,85.4Hz,YES,Approximate,40.710000,-122.800000,0:00
23,USA West,Livermore,Californ,AD6KV,,147.120000,DUP+,0.600000,FM,TSQL,100.0Hz,YES,Approximate,37.690000,-121.760000,0:00
23,USA West,Livermore,Californ,KB6FEC,,147.150000,DUP+,0.600000,FM,OFF,88.5Hz,YES,Approximate,37.690000,-121.760000,0:00
23,USA West,Livermore,Californ,KO6PW,,145.430000,DUP-,0.600000,FM,TSQL,100.0Hz,YES,Approximate,37.690000,-121.760000,0:00
23,USA West,Livermore,Californ,W6LLL,,146.775000,DUP-,0.600000,FM,TSQL,100.0Hz,YES,Approximate,37.690000,-121.760000,0:00
23,USA West,Lodi-Bear Mount,Californ,WB6ASU,,147.090000,DUP+,0.600000,FM,TSQL,114.8Hz,YES,Approximate,38.140000,-121.270000,0:00
23,USA West,Logan,Utah,AC7O   B,AC7O   G,447.975,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,41.74,-111.83,-7:00
23,USA West,Logan,Utah,AC7O   C,AC7O   G,145.15,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.74,-111.83,-7:00
23,USA West,Logan,Utah,N7RDS  B,N7RDS  G,447.925,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,41.78,-112.17,-7:00
23,USA West,Lompoc,Californ,W6AB,,145.360000,DUP-,0.600000,FM,TONE,131.8Hz,YES,Approximate,34.720000,-120.470000,0:00
23,USA West,Lompoc,Californ,WA6VPL,,147.120000,DUP+,0.600000,FM,TSQL,131.8Hz,YES,Approximate,34.640000,-120.450000,0:00
23,USA West,Lone Pine-Alaba,Californ,W6PH,,147.210000,DUP+,0.600000,FM,TONE,103.5Hz,YES,Approximate,36.350000,-118.050000,0:00
23,USA West,Los Alamos,New Mexi,NM5EC  C,NM5EC  G,145.190000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,35.890000,-106.390000,--:--
23,USA West,Los Alamos,New Mexico,NM5WR  B,NM5WR  G,442.425,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.82,-106.21,-7:00
23,USA West,Los Altos Hills,Californ,K6AIR,,146.940000,DUP-,0.600000,FM,TONE,123.0Hz,YES,Approximate,37.380000,-122.130000,0:00
23,USA West,Los Altos Hills,Californ,W6LAH,,146.745000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,37.380000,-122.130000,0:00
23,USA West,Los Angeles,California ,KI6JKA B,KI6JKA G,447.2,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,37.12,-118.6,-8:00
23,USA West,Los Angeles,California ,WA6IRC B,WA6IRC G,447.04,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,34.35,-118.4,-8:00
23,USA West,Los Angeles,California ,WA6IRC C,WA6IRC G,147.56,DUP-,2.555,DV,OFF,82.5Hz,Yes,Approximate,34.35,-118.4,-8:00
23,USA West,Los Angeles-CA,Californ,K6PUW  B,K6PUW  G,447.200000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,34.330000,-118.580000,--:--
23,USA West,Los Banos,Californ,K6TJS,,147.210000,DUP+,0.600000,FM,TSQL,123.0Hz,YES,Approximate,37.060000,-120.850000,0:00
